"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","10330","Smoked salmon per kg.","201110","2011M10","Euro","28.677"
"CPM04","National Average  Price","10330","Smoked salmon per kg.","201111","2011M11","Euro","28.777"
"CPM04","National Average  Price","10330","Smoked salmon per kg.","201112","2011M12","Euro","24.374"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200112","2001M12","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200201","2002M01","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200202","2002M02","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200203","2002M03","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200204","2002M04","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200205","2002M05","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200206","2002M06","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200207","2002M07","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200208","2002M08","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200209","2002M09","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200210","2002M10","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200211","2002M11","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200212","2002M12","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200301","2003M01","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200302","2003M02","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200303","2003M03","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200304","2003M04","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200305","2003M05","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200306","2003M06","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200307","2003M07","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200308","2003M08","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200309","2003M09","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200310","2003M10","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200311","2003M11","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200312","2003M12","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200401","2004M01","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200402","2004M02","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200403","2004M03","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200404","2004M04","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200405","2004M05","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200406","2004M06","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200407","2004M07","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200408","2004M08","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200409","2004M09","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200410","2004M10","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200411","2004M11","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200412","2004M12","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200501","2005M01","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200502","2005M02","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200503","2005M03","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200504","2005M04","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200505","2005M05","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200506","2005M06","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200507","2005M07","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200508","2005M08","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200509","2005M09","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200510","2005M10","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200511","2005M11","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200512","2005M12","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200601","2006M01","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200602","2006M02","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200603","2006M03","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200604","2006M04","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200605","2006M05","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200606","2006M06","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200607","2006M07","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200608","2006M08","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200609","2006M09","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200610","2006M10","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200611","2006M11","Euro",""
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200612","2006M12","Euro","0.632"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200701","2007M01","Euro","0.623"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200702","2007M02","Euro","0.621"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200703","2007M03","Euro","0.65"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200704","2007M04","Euro","0.666"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200705","2007M05","Euro","0.675"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200706","2007M06","Euro","0.679"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200707","2007M07","Euro","0.681"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200708","2007M08","Euro","0.68"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200709","2007M09","Euro","0.676"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200710","2007M10","Euro","0.688"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200711","2007M11","Euro","0.748"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200712","2007M12","Euro","0.775"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200801","2008M01","Euro","0.787"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200802","2008M02","Euro","0.788"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200803","2008M03","Euro","0.797"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200804","2008M04","Euro","0.785"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200805","2008M05","Euro","0.795"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200806","2008M06","Euro","0.785"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200807","2008M07","Euro","0.793"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200808","2008M08","Euro","0.785"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200809","2008M09","Euro","0.787"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200810","2008M10","Euro","0.786"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200811","2008M11","Euro","0.842"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200812","2008M12","Euro","0.929"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200901","2009M01","Euro","0.932"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200902","2009M02","Euro","0.944"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200903","2009M03","Euro","0.939"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200904","2009M04","Euro","0.921"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200905","2009M05","Euro","0.918"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200906","2009M06","Euro","0.904"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200907","2009M07","Euro","0.896"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200908","2009M08","Euro","0.884"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200909","2009M09","Euro","0.879"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200910","2009M10","Euro","0.886"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200911","2009M11","Euro","0.889"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","200912","2009M12","Euro","0.893"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201001","2010M01","Euro","0.915"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201002","2010M02","Euro","0.897"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201003","2010M03","Euro","0.906"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201004","2010M04","Euro","0.895"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201005","2010M05","Euro","0.9"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201006","2010M06","Euro","0.896"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201007","2010M07","Euro","0.901"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201008","2010M08","Euro","0.901"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201009","2010M09","Euro","0.906"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201010","2010M10","Euro","0.904"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201011","2010M11","Euro","0.901"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201012","2010M12","Euro","0.918"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201101","2011M01","Euro","0.908"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201102","2011M02","Euro","0.911"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201103","2011M03","Euro","0.905"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201104","2011M04","Euro","0.903"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201105","2011M05","Euro","0.905"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201106","2011M06","Euro","0.905"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201107","2011M07","Euro","0.906"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201108","2011M08","Euro","0.907"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201109","2011M09","Euro","0.906"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201110","2011M10","Euro","0.923"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201111","2011M11","Euro","0.912"
"CPM04","National Average  Price","10450","Tomatoes tinned per 400g","201112","2011M12","Euro","0.845"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200112","2001M12","Euro","3.066"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200201","2002M01","Euro","3.081"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200202","2002M02","Euro","3.046"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200203","2002M03","Euro","3.033"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200204","2002M04","Euro","3.04"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200205","2002M05","Euro","3.005"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200206","2002M06","Euro","3.042"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200207","2002M07","Euro","3.189"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200208","2002M08","Euro","3.307"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200209","2002M09","Euro","3.288"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200210","2002M10","Euro","3.317"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200211","2002M11","Euro","3.288"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200212","2002M12","Euro","3.322"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200301","2003M01","Euro","3.337"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200302","2003M02","Euro","3.325"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200303","2003M03","Euro","3.246"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200304","2003M04","Euro","3.28"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200305","2003M05","Euro","3.393"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200306","2003M06","Euro","3.473"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200307","2003M07","Euro","3.428"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200308","2003M08","Euro","3.411"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200309","2003M09","Euro","3.347"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200310","2003M10","Euro","3.328"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200311","2003M11","Euro","3.285"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200312","2003M12","Euro","3.37"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200401","2004M01","Euro","3.258"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200402","2004M02","Euro","3.327"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200403","2004M03","Euro","3.281"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200404","2004M04","Euro","3.176"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200405","2004M05","Euro","3.303"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200406","2004M06","Euro","3.405"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200407","2004M07","Euro","3.495"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200408","2004M08","Euro","3.419"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200409","2004M09","Euro","3.293"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200410","2004M10","Euro","3.2"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200411","2004M11","Euro","3.297"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200412","2004M12","Euro","3.259"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200501","2005M01","Euro","3.15"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200502","2005M02","Euro","3.146"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200503","2005M03","Euro","3.164"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200504","2005M04","Euro","3.294"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200505","2005M05","Euro","3.192"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200506","2005M06","Euro","3.248"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200507","2005M07","Euro","3.386"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200508","2005M08","Euro","3.388"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200509","2005M09","Euro","3.491"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200510","2005M10","Euro","3.485"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200511","2005M11","Euro","3.465"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200512","2005M12","Euro","3.465"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200601","2006M01","Euro","3.44"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200602","2006M02","Euro","3.449"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200603","2006M03","Euro","3.325"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200604","2006M04","Euro","3.446"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200605","2006M05","Euro","3.487"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200606","2006M06","Euro","3.554"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200607","2006M07","Euro","3.742"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200608","2006M08","Euro","3.728"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200609","2006M09","Euro","3.831"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200610","2006M10","Euro","3.624"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200611","2006M11","Euro","3.694"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200612","2006M12","Euro","3.653"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200701","2007M01","Euro","3.654"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200702","2007M02","Euro","3.662"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200703","2007M03","Euro","3.636"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200704","2007M04","Euro","3.641"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200705","2007M05","Euro","3.822"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200706","2007M06","Euro","3.954"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200707","2007M07","Euro","3.953"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200708","2007M08","Euro","3.906"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200709","2007M09","Euro","3.774"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200710","2007M10","Euro","3.576"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200711","2007M11","Euro","3.873"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200712","2007M12","Euro","3.879"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200801","2008M01","Euro","3.777"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200802","2008M02","Euro","3.902"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200803","2008M03","Euro","3.662"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200804","2008M04","Euro","3.709"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200805","2008M05","Euro","3.804"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200806","2008M06","Euro","3.892"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200807","2008M07","Euro","3.857"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200808","2008M08","Euro","3.753"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200809","2008M09","Euro","3.665"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200810","2008M10","Euro","3.522"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200811","2008M11","Euro","3.711"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200812","2008M12","Euro","3.511"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200901","2009M01","Euro","3.703"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200902","2009M02","Euro","3.697"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200903","2009M03","Euro","3.708"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200904","2009M04","Euro","3.482"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200905","2009M05","Euro","3.446"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200906","2009M06","Euro","3.487"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200907","2009M07","Euro","3.394"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200908","2009M08","Euro","3.215"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200909","2009M09","Euro","3.237"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200910","2009M10","Euro","3.237"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200911","2009M11","Euro","2.922"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","200912","2009M12","Euro","2.964"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201001","2010M01","Euro","3.132"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201002","2010M02","Euro","3.356"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201003","2010M03","Euro","3.441"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201004","2010M04","Euro","3.162"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201005","2010M05","Euro","3.473"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201006","2010M06","Euro","3.448"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201007","2010M07","Euro","3.366"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201008","2010M08","Euro","3.315"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201009","2010M09","Euro","3.269"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201010","2010M10","Euro","3.193"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201011","2010M11","Euro","2.936"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201012","2010M12","Euro","3.068"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201101","2011M01","Euro","3.018"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201102","2011M02","Euro","3.224"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201103","2011M03","Euro","3.247"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201104","2011M04","Euro","3.004"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201105","2011M05","Euro","3.214"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201106","2011M06","Euro","3.188"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201107","2011M07","Euro","3.198"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201108","2011M08","Euro","3.066"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201109","2011M09","Euro","3.285"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201110","2011M10","Euro","3.291"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201111","2011M11","Euro","3.33"
"CPM04","National Average  Price","10470","Potatoes 2.5 kg.","201112","2011M12","Euro","3.125"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200112","2001M12","Euro","5.421"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200201","2002M01","Euro","5.869"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200202","2002M02","Euro","5.903"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200203","2002M03","Euro","5.817"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200204","2002M04","Euro","5.993"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200205","2002M05","Euro","6.286"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200206","2002M06","Euro","6.418"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200207","2002M07","Euro","6.862"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200208","2002M08","Euro","7.031"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200209","2002M09","Euro","7.343"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200210","2002M10","Euro","7.131"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200211","2002M11","Euro","6.757"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200212","2002M12","Euro","7.041"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200301","2003M01","Euro","7.172"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200302","2003M02","Euro","7.192"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200303","2003M03","Euro","6.926"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200304","2003M04","Euro","6.567"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200305","2003M05","Euro","6.389"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200306","2003M06","Euro","6.494"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200307","2003M07","Euro","6.698"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200308","2003M08","Euro","6.794"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200309","2003M09","Euro","6.665"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200310","2003M10","Euro","6.26"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200311","2003M11","Euro","6.223"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200312","2003M12","Euro","6.068"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200401","2004M01","Euro","6.083"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200402","2004M02","Euro","5.86"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200403","2004M03","Euro","5.967"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200404","2004M04","Euro","5.309"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200405","2004M05","Euro","5.339"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200406","2004M06","Euro","6.01"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200407","2004M07","Euro","5.922"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200408","2004M08","Euro","6.246"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200409","2004M09","Euro","5.555"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200410","2004M10","Euro","5.53"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200411","2004M11","Euro","5.799"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200412","2004M12","Euro","5.756"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200501","2005M01","Euro","5.225"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200502","2005M02","Euro","5.61"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200503","2005M03","Euro","4.126"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200504","2005M04","Euro","4.098"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200505","2005M05","Euro","4.048"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200506","2005M06","Euro","4.797"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200507","2005M07","Euro","5.007"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200508","2005M08","Euro","5.442"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200509","2005M09","Euro","6.636"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200510","2005M10","Euro","6.575"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200511","2005M11","Euro","6.398"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200512","2005M12","Euro","6.119"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200601","2006M01","Euro","6.352"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200602","2006M02","Euro","6.802"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200603","2006M03","Euro","6.929"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200604","2006M04","Euro","7.027"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200605","2006M05","Euro","7.032"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200606","2006M06","Euro","6.539"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200607","2006M07","Euro","6.67"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200608","2006M08","Euro","6.92"
"CPM04","National Average  Price","10480","Potatoes 10 kg.","200609","2006M09","Euro","8.057"
