"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02363V03422","Consumer Item","UNIT","VALUE"
"CPM12","National Average Price","201301","2013 January","10050","Bread, brown sliced pan, large (800g)","Euro","1.565"
"CPM12","National Average Price","201301","2013 January","10190","Spaghetti per 500g","Euro","1.099"
"CPM12","National Average Price","201301","2013 January","10280","Sirloin steak per kg","Euro","16.197"
"CPM12","National Average Price","201301","2013 January","10290","Striploin steak per kg","Euro","22.483"
"CPM12","National Average Price","201301","2013 January","10300","Roast beef - topside or rib per kg","Euro","12.675"
"CPM12","National Average Price","201301","2013 January","10310","Sliced / diced beef pieces per kg","Euro","10.267"
"CPM12","National Average Price","201301","2013 January","10320","Pork loin chops per kg","Euro","8.562"
"CPM12","National Average Price","201301","2013 January","10330","Pork steak per kg","Euro","9.595"
"CPM12","National Average Price","201301","2013 January","10340","Lamb - whole leg / half leg per kg","Euro","11.106"
"CPM12","National Average Price","201301","2013 January","10350","Lamb loin chops per kg","Euro","18.765"
"CPM12","National Average Price","201301","2013 January","10360","Lamb gigot chops per kg","Euro","13.083"
"CPM12","National Average Price","201301","2013 January","10370","Uncooked chicken medium size 1.6kg","Euro","5.813"
"CPM12","National Average Price","201301","2013 January","10400","Lamb's liver per kg","Euro","5.782"
"CPM12","National Average Price","201301","2013 January","10410","Ham fillet per kg","Euro","6.051"
"CPM12","National Average Price","201301","2013 January","10420","Cooked ham per kg","Euro","16.706"
"CPM12","National Average Price","201301","2013 January","10440","Best back rashers per kg","Euro","10.887"
"CPM12","National Average Price","201301","2013 January","10450","Pork sausages per kg","Euro","5.953"
"CPM12","National Average Price","201301","2013 January","10520","Fresh fillet of whiting per kg","Euro","10.608"
"CPM12","National Average Price","201301","2013 January","10530","Fresh fillet of cod per kg","Euro","16.729"
"CPM12","National Average Price","201301","2013 January","10540","Fresh salmon per kg","Euro","15.816"
"CPM12","National Average Price","201301","2013 January","10550","Fresh fillet of plaice per kg","Euro","18.747"
"CPM12","National Average Price","201301","2013 January","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","201301","2013 January","10590","Smoked salmon per kg","Euro","27.134"
"CPM12","National Average Price","201301","2013 January","10630","Full fat milk per 2 litre","Euro","1.77"
"CPM12","National Average Price","201301","2013 January","10640","Low fat milk per 1 litre","Euro","1.05"
"CPM12","National Average Price","201301","2013 January","10680","Irish cheddar per kg","Euro","10.703"
"CPM12","National Average Price","201301","2013 January","10730","Large eggs per half dozen","Euro","1.875"
"CPM12","National Average Price","201301","2013 January","10740","Medium eggs per half dozen","Euro","1.636"
"CPM12","National Average Price","201301","2013 January","10750","Butter per lb","Euro","2.75"
"CPM12","National Average Price","201301","2013 January","10840","Grapes per kg","Euro","6.525"
"CPM12","National Average Price","201301","2013 January","10850","Bananas per kg","Euro","1.369"
"CPM12","National Average Price","201301","2013 January","10910","Tomatoes per kg","Euro","2.957"
"CPM12","National Average Price","201301","2013 January","10920","Onions per kg","Euro","1.224"
"CPM12","National Average Price","201301","2013 January","10940","Broccoli per kg","Euro","3.398"
"CPM12","National Average Price","201301","2013 January","10950","Carrots per kg","Euro","1.305"
"CPM12","National Average Price","201301","2013 January","10960","Mushrooms per kg","Euro","4.637"
"CPM12","National Average Price","201301","2013 January","11040","Tomatoes tinned per 400g","Euro","0.815"
"CPM12","National Average Price","201301","2013 January","11090","Potatoes 2.5 kg","Euro","3.836"
"CPM12","National Average Price","201301","2013 January","11095","Potatoes 7.5 kg","Euro",""
"CPM12","National Average Price","201301","2013 January","11100","Potatoes 10 kg","Euro","9.055"
"CPM12","National Average Price","201301","2013 January","11150","White granulated sugar per 1 kg","Euro","1.343"
"CPM12","National Average Price","201301","2013 January","11160","Jam per lb","Euro","1.76"
"CPM12","National Average Price","201301","2013 January","11180","Marmalade per lb","Euro","1.869"
"CPM12","National Average Price","201301","2013 January","11570","Tea bags per 80","Euro","2.753"
"CPM12","National Average Price","201301","2013 January","11640","Orange juice per litre","Euro","1.48"
"CPM12","National Average Price","201301","2013 January","11680","Whiskey - take home (70cl bottle)","Euro","24.167"
"CPM12","National Average Price","201301","2013 January","11690","Brandy - take home (70cl bottle)","Euro","26.299"
"CPM12","National Average Price","201301","2013 January","11700","Vodka - take home (70cl bottle)","Euro","19.114"
"CPM12","National Average Price","201301","2013 January","11710","Cream liqueur - take home (70cl bottle)","Euro","16.22"
"CPM12","National Average Price","201301","2013 January","11730","Wine - take home (75cl bottle)","Euro","9.884"
"CPM12","National Average Price","201301","2013 January","11740","Cider - take home (50cl can)","Euro","2.164"
"CPM12","National Average Price","201301","2013 January","11750","Sherry - take home (75cl bottle)","Euro","12.434"
"CPM12","National Average Price","201301","2013 January","11760","Lager - take home (50cl can)","Euro","1.856"
"CPM12","National Average Price","201301","2013 January","11780","Stout - take home (50cl can)","Euro","2.136"
"CPM12","National Average Price","201301","2013 January","11790","Filtered cigarettes per 20 pk","Euro","9.233"
"CPM12","National Average Price","201301","2013 January","12160","Stout - draught bar (1 pint)","Euro","4.145"
"CPM12","National Average Price","201301","2013 January","12170","Lager - draught bar (1 pint)","Euro","4.528"
"CPM12","National Average Price","201301","2013 January","12180","Lager - bar (33cl bottle)","Euro","4.485"
"CPM12","National Average Price","201301","2013 January","12190","Cider - draught bar (1 pint)","Euro","4.578"
"CPM12","National Average Price","201301","2013 January","12200","Ale - draught bar (1 pint)","Euro","4.187"
"CPM12","National Average Price","201301","2013 January","12210","Cider - bar (33cl bottle)","Euro","4.604"
"CPM12","National Average Price","201301","2013 January","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.247"
"CPM12","National Average Price","201301","2013 January","12230","Whiskey - bar (single) per ½ glass","Euro","3.866"
"CPM12","National Average Price","201301","2013 January","12240","Brandy - bar (single) per ½ glass","Euro","4.414"
"CPM12","National Average Price","201301","2013 January","12250","Vodka - bar (single) per ½ glass","Euro","3.925"
"CPM12","National Average Price","201301","2013 January","12270","Wine - bar (187ml bottle)","Euro","5.065"
"CPM12","National Average Price","201301","2013 January","30180","Diesel per litre","Euro","1.525"
"CPM12","National Average Price","201301","2013 January","30190","Petrol - unleaded per litre","Euro","1.581"
"CPM12","National Average Price","201301","2013 January","30400","Cinema fee","Euro","8.943"
"CPM12","National Average Price","201301","2013 January","30410","Nightclubs fee","Euro","9.312"
"CPM12","National Average Price","201301","2013 January","30690","Gent's dry cut fee","Euro","11.849"
"CPM12","National Average Price","201301","2013 January","30700","Gent's wash, cut, and blow dry fee","Euro","18.67"
"CPM12","National Average Price","201301","2013 January","30720","Ladies' wash, cut and blow dry fee","Euro","38.314"
"CPM12","National Average Price","201302","2013 February","10020","White, self raising flour per 2 kg","Euro","2.374"
"CPM12","National Average Price","201302","2013 February","10030","Brown, wholemeal flour per 2 kg","Euro","2.888"
"CPM12","National Average Price","201302","2013 February","10040","Bread, white sliced pan, large (800g)","Euro","1.315"
"CPM12","National Average Price","201302","2013 February","10050","Bread, brown sliced pan, large (800g)","Euro","1.562"
"CPM12","National Average Price","201302","2013 February","10190","Spaghetti per 500g","Euro","1.172"
"CPM12","National Average Price","201302","2013 February","10280","Sirloin steak per kg","Euro","16.032"
"CPM12","National Average Price","201302","2013 February","10290","Striploin steak per kg","Euro","20.446"
"CPM12","National Average Price","201302","2013 February","10300","Roast beef - topside or rib per kg","Euro","12.71"
"CPM12","National Average Price","201302","2013 February","10310","Sliced / diced beef pieces per kg","Euro","10.242"
"CPM12","National Average Price","201302","2013 February","10320","Pork loin chops per kg","Euro","8.511"
"CPM12","National Average Price","201302","2013 February","10330","Pork steak per kg","Euro","9.605"
"CPM12","National Average Price","201302","2013 February","10340","Lamb - whole leg / half leg per kg","Euro","12.378"
"CPM12","National Average Price","201302","2013 February","10350","Lamb loin chops per kg","Euro","17.458"
"CPM12","National Average Price","201302","2013 February","10360","Lamb gigot chops per kg","Euro","13.042"
"CPM12","National Average Price","201302","2013 February","10370","Uncooked chicken medium size 1.6kg","Euro","5.913"
"CPM12","National Average Price","201302","2013 February","10400","Lamb's liver per kg","Euro","5.804"
"CPM12","National Average Price","201302","2013 February","10410","Ham fillet per kg","Euro","6.189"
"CPM12","National Average Price","201302","2013 February","10420","Cooked ham per kg","Euro","17.004"
"CPM12","National Average Price","201302","2013 February","10440","Best back rashers per kg","Euro","10.988"
"CPM12","National Average Price","201302","2013 February","10450","Pork sausages per kg","Euro","5.982"
"CPM12","National Average Price","201302","2013 February","10520","Fresh fillet of whiting per kg","Euro","10.859"
"CPM12","National Average Price","201302","2013 February","10530","Fresh fillet of cod per kg","Euro","12.815"
"CPM12","National Average Price","201302","2013 February","10540","Fresh salmon per kg","Euro","16.119"
"CPM12","National Average Price","201302","2013 February","10550","Fresh fillet of plaice per kg","Euro","16.797"
"CPM12","National Average Price","201302","2013 February","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","201302","2013 February","10590","Smoked salmon per kg","Euro","27.957"
"CPM12","National Average Price","201302","2013 February","10630","Full fat milk per 2 litre","Euro","1.769"
"CPM12","National Average Price","201302","2013 February","10640","Low fat milk per 1 litre","Euro","1.046"
"CPM12","National Average Price","201302","2013 February","10680","Irish cheddar per kg","Euro","11.376"
"CPM12","National Average Price","201302","2013 February","10730","Large eggs per half dozen","Euro","1.896"
"CPM12","National Average Price","201302","2013 February","10740","Medium eggs per half dozen","Euro","1.648"
"CPM12","National Average Price","201302","2013 February","10750","Butter per lb","Euro","2.734"
"CPM12","National Average Price","201302","2013 February","10840","Grapes per kg","Euro","6.423"
"CPM12","National Average Price","201302","2013 February","10850","Bananas per kg","Euro","1.368"
"CPM12","National Average Price","201302","2013 February","10910","Tomatoes per kg","Euro","2.967"
"CPM12","National Average Price","201302","2013 February","10920","Onions per kg","Euro","1.136"
"CPM12","National Average Price","201302","2013 February","10940","Broccoli per kg","Euro","3.375"
"CPM12","National Average Price","201302","2013 February","10950","Carrots per kg","Euro","1.303"
"CPM12","National Average Price","201302","2013 February","10960","Mushrooms per kg","Euro","4.67"
"CPM12","National Average Price","201302","2013 February","11040","Tomatoes tinned per 400g","Euro","0.815"
"CPM12","National Average Price","201302","2013 February","11090","Potatoes 2.5 kg","Euro","3.736"
"CPM12","National Average Price","201302","2013 February","11095","Potatoes 7.5 kg","Euro",""
"CPM12","National Average Price","201302","2013 February","11100","Potatoes 10 kg","Euro","9.125"
"CPM12","National Average Price","201302","2013 February","11150","White granulated sugar per 1 kg","Euro","1.342"
"CPM12","National Average Price","201302","2013 February","11160","Jam per lb","Euro","2.028"
"CPM12","National Average Price","201302","2013 February","11180","Marmalade per lb","Euro","1.875"
"CPM12","National Average Price","201302","2013 February","11570","Tea bags per 80","Euro","2.809"
"CPM12","National Average Price","201302","2013 February","11640","Orange juice per litre","Euro","1.496"
"CPM12","National Average Price","201302","2013 February","11680","Whiskey - take home (70cl bottle)","Euro","23.657"
"CPM12","National Average Price","201302","2013 February","11690","Brandy - take home (70cl bottle)","Euro","26.651"
"CPM12","National Average Price","201302","2013 February","11700","Vodka - take home (70cl bottle)","Euro","18.867"
"CPM12","National Average Price","201302","2013 February","11710","Cream liqueur - take home (70cl bottle)","Euro","16.146"
"CPM12","National Average Price","201302","2013 February","11730","Wine - take home (75cl bottle)","Euro","9.963"
"CPM12","National Average Price","201302","2013 February","11740","Cider - take home (50cl can)","Euro","2.209"
"CPM12","National Average Price","201302","2013 February","11750","Sherry - take home (75cl bottle)","Euro","12.5"
"CPM12","National Average Price","201302","2013 February","11760","Lager - take home (50cl can)","Euro","1.867"
"CPM12","National Average Price","201302","2013 February","11780","Stout - take home (50cl can)","Euro","2.158"
"CPM12","National Average Price","201302","2013 February","11790","Filtered cigarettes per 20 pk","Euro","9.231"
"CPM12","National Average Price","201302","2013 February","12160","Stout - draught bar (1 pint)","Euro","4.161"
"CPM12","National Average Price","201302","2013 February","12170","Lager - draught bar (1 pint)","Euro","4.545"
"CPM12","National Average Price","201302","2013 February","12180","Lager - bar (33cl bottle)","Euro","4.492"
"CPM12","National Average Price","201302","2013 February","12190","Cider - draught bar (1 pint)","Euro","4.589"
"CPM12","National Average Price","201302","2013 February","12200","Ale - draught bar (1 pint)","Euro","4.196"
"CPM12","National Average Price","201302","2013 February","12210","Cider - bar (33cl bottle)","Euro","4.612"
"CPM12","National Average Price","201302","2013 February","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.242"
"CPM12","National Average Price","201302","2013 February","12230","Whiskey - bar (single) per ½ glass","Euro","3.879"
"CPM12","National Average Price","201302","2013 February","12240","Brandy - bar (single) per ½ glass","Euro","4.429"
"CPM12","National Average Price","201302","2013 February","12250","Vodka - bar (single) per ½ glass","Euro","3.937"
"CPM12","National Average Price","201302","2013 February","12270","Wine - bar (187ml bottle)","Euro","5.082"
"CPM12","National Average Price","201302","2013 February","30180","Diesel per litre","Euro","1.541"
"CPM12","National Average Price","201302","2013 February","30190","Petrol - unleaded per litre","Euro","1.603"
"CPM12","National Average Price","201302","2013 February","30400","Cinema fee","Euro","8.938"
"CPM12","National Average Price","201302","2013 February","30410","Nightclubs fee","Euro","9.303"
"CPM12","National Average Price","201302","2013 February","30690","Gent's dry cut fee","Euro","11.857"
"CPM12","National Average Price","201302","2013 February","30700","Gent's wash, cut, and blow dry fee","Euro","18.096"
"CPM12","National Average Price","201302","2013 February","30720","Ladies' wash, cut and blow dry fee","Euro","36.216"
"CPM12","National Average Price","201303","2013 March","10020","White, self raising flour per 2 kg","Euro","2.371"
"CPM12","National Average Price","201303","2013 March","10030","Brown, wholemeal flour per 2 kg","Euro","2.928"
"CPM12","National Average Price","201303","2013 March","10040","Bread, white sliced pan, large (800g)","Euro","1.332"
"CPM12","National Average Price","201303","2013 March","10050","Bread, brown sliced pan, large (800g)","Euro","1.562"
"CPM12","National Average Price","201303","2013 March","10190","Spaghetti per 500g","Euro","1.162"
"CPM12","National Average Price","201303","2013 March","10280","Sirloin steak per kg","Euro","15.47"
"CPM12","National Average Price","201303","2013 March","10290","Striploin steak per kg","Euro","20.997"
"CPM12","National Average Price","201303","2013 March","10300","Roast beef - topside or rib per kg","Euro","12.808"
"CPM12","National Average Price","201303","2013 March","10310","Sliced / diced beef pieces per kg","Euro","9.69"
"CPM12","National Average Price","201303","2013 March","10320","Pork loin chops per kg","Euro","8.96"
"CPM12","National Average Price","201303","2013 March","10330","Pork steak per kg","Euro","9.202"
"CPM12","National Average Price","201303","2013 March","10340","Lamb - whole leg / half leg per kg","Euro","11.629"
"CPM12","National Average Price","201303","2013 March","10350","Lamb loin chops per kg","Euro","16.841"
"CPM12","National Average Price","201303","2013 March","10360","Lamb gigot chops per kg","Euro","12.955"
"CPM12","National Average Price","201303","2013 March","10370","Uncooked chicken medium size 1.6kg","Euro","5.937"
"CPM12","National Average Price","201303","2013 March","10400","Lamb's liver per kg","Euro","5.821"
"CPM12","National Average Price","201303","2013 March","10410","Ham fillet per kg","Euro","6.046"
"CPM12","National Average Price","201303","2013 March","10420","Cooked ham per kg","Euro","17.211"
"CPM12","National Average Price","201303","2013 March","10440","Best back rashers per kg","Euro","10.85"
"CPM12","National Average Price","201303","2013 March","10450","Pork sausages per kg","Euro","6.143"
"CPM12","National Average Price","201303","2013 March","10520","Fresh fillet of whiting per kg","Euro","10.903"
"CPM12","National Average Price","201303","2013 March","10530","Fresh fillet of cod per kg","Euro","14.708"
"CPM12","National Average Price","201303","2013 March","10540","Fresh salmon per kg","Euro","16.402"
"CPM12","National Average Price","201303","2013 March","10550","Fresh fillet of plaice per kg","Euro","17.835"
"CPM12","National Average Price","201303","2013 March","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","201303","2013 March","10590","Smoked salmon per kg","Euro","27.745"
"CPM12","National Average Price","201303","2013 March","10630","Full fat milk per 2 litre","Euro","1.772"
"CPM12","National Average Price","201303","2013 March","10640","Low fat milk per 1 litre","Euro","1.047"
"CPM12","National Average Price","201303","2013 March","10680","Irish cheddar per kg","Euro","10.723"
"CPM12","National Average Price","201303","2013 March","10730","Large eggs per half dozen","Euro","1.875"
"CPM12","National Average Price","201303","2013 March","10740","Medium eggs per half dozen","Euro","1.561"
"CPM12","National Average Price","201303","2013 March","10750","Butter per lb","Euro","2.717"
"CPM12","National Average Price","201303","2013 March","10840","Grapes per kg","Euro","5.848"
"CPM12","National Average Price","201303","2013 March","10850","Bananas per kg","Euro","1.394"
"CPM12","National Average Price","201303","2013 March","10910","Tomatoes per kg","Euro","3.006"
"CPM12","National Average Price","201303","2013 March","10920","Onions per kg","Euro","1.15"
"CPM12","National Average Price","201303","2013 March","10940","Broccoli per kg","Euro","3.259"
"CPM12","National Average Price","201303","2013 March","10950","Carrots per kg","Euro","1.261"
"CPM12","National Average Price","201303","2013 March","10960","Mushrooms per kg","Euro","4.426"
"CPM12","National Average Price","201303","2013 March","11040","Tomatoes tinned per 400g","Euro","0.89"
"CPM12","National Average Price","201303","2013 March","11090","Potatoes 2.5 kg","Euro","3.793"
"CPM12","National Average Price","201303","2013 March","11095","Potatoes 7.5 kg","Euro",""
"CPM12","National Average Price","201303","2013 March","11100","Potatoes 10 kg","Euro","9.348"
"CPM12","National Average Price","201303","2013 March","11150","White granulated sugar per 1 kg","Euro","1.343"
"CPM12","National Average Price","201303","2013 March","11160","Jam per lb","Euro","1.977"
"CPM12","National Average Price","201303","2013 March","11180","Marmalade per lb","Euro","1.954"
"CPM12","National Average Price","201303","2013 March","11570","Tea bags per 80","Euro","2.898"
"CPM12","National Average Price","201303","2013 March","11640","Orange juice per litre","Euro","1.543"
"CPM12","National Average Price","201303","2013 March","11680","Whiskey - take home (70cl bottle)","Euro","23.018"
"CPM12","National Average Price","201303","2013 March","11690","Brandy - take home (70cl bottle)","Euro","26.149"
"CPM12","National Average Price","201303","2013 March","11700","Vodka - take home (70cl bottle)","Euro","17.724"
"CPM12","National Average Price","201303","2013 March","11710","Cream liqueur - take home (70cl bottle)","Euro","14.261"
"CPM12","National Average Price","201303","2013 March","11730","Wine - take home (75cl bottle)","Euro","10.306"
"CPM12","National Average Price","201303","2013 March","11740","Cider - take home (50cl can)","Euro","2.202"
"CPM12","National Average Price","201303","2013 March","11750","Sherry - take home (75cl bottle)","Euro","13.09"
"CPM12","National Average Price","201303","2013 March","11760","Lager - take home (50cl can)","Euro","1.817"
"CPM12","National Average Price","201303","2013 March","11780","Stout - take home (50cl can)","Euro","2.192"
"CPM12","National Average Price","201303","2013 March","11790","Filtered cigarettes per 20 pk","Euro","9.232"
"CPM12","National Average Price","201303","2013 March","12160","Stout - draught bar (1 pint)","Euro","4.162"
"CPM12","National Average Price","201303","2013 March","12170","Lager - draught bar (1 pint)","Euro","4.538"
"CPM12","National Average Price","201303","2013 March","12180","Lager - bar (33cl bottle)","Euro","4.493"
"CPM12","National Average Price","201303","2013 March","12190","Cider - draught bar (1 pint)","Euro","4.585"
"CPM12","National Average Price","201303","2013 March","12200","Ale - draught bar (1 pint)","Euro","4.19"
"CPM12","National Average Price","201303","2013 March","12210","Cider - bar (33cl bottle)","Euro","4.608"
"CPM12","National Average Price","201303","2013 March","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.24"
"CPM12","National Average Price","201303","2013 March","12230","Whiskey - bar (single) per ½ glass","Euro","3.883"
"CPM12","National Average Price","201303","2013 March","12240","Brandy - bar (single) per ½ glass","Euro","4.431"
"CPM12","National Average Price","201303","2013 March","12250","Vodka - bar (single) per ½ glass","Euro","3.94"
"CPM12","National Average Price","201303","2013 March","12270","Wine - bar (187ml bottle)","Euro","5.091"
"CPM12","National Average Price","201303","2013 March","30180","Diesel per litre","Euro","1.548"
"CPM12","National Average Price","201303","2013 March","30190","Petrol - unleaded per litre","Euro","1.616"
"CPM12","National Average Price","201303","2013 March","30400","Cinema fee","Euro","8.945"
"CPM12","National Average Price","201303","2013 March","30410","Nightclubs fee","Euro","9.303"
"CPM12","National Average Price","201303","2013 March","30690","Gent's dry cut fee","Euro","11.841"
"CPM12","National Average Price","201303","2013 March","30700","Gent's wash, cut, and blow dry fee","Euro","18.009"
"CPM12","National Average Price","201303","2013 March","30720","Ladies' wash, cut and blow dry fee","Euro","36.451"
"CPM12","National Average Price","201304","2013 April","10020","White, self raising flour per 2 kg","Euro","2.363"
"CPM12","National Average Price","201304","2013 April","10030","Brown, wholemeal flour per 2 kg","Euro","2.931"
"CPM12","National Average Price","201304","2013 April","10040","Bread, white sliced pan, large (800g)","Euro","1.32"
"CPM12","National Average Price","201304","2013 April","10050","Bread, brown sliced pan, large (800g)","Euro","1.562"
"CPM12","National Average Price","201304","2013 April","10190","Spaghetti per 500g","Euro","1.136"
"CPM12","National Average Price","201304","2013 April","10280","Sirloin steak per kg","Euro","16.138"
"CPM12","National Average Price","201304","2013 April","10290","Striploin steak per kg","Euro","21.918"
"CPM12","National Average Price","201304","2013 April","10300","Roast beef - topside or rib per kg","Euro","12.617"
"CPM12","National Average Price","201304","2013 April","10310","Sliced / diced beef pieces per kg","Euro","10.265"
"CPM12","National Average Price","201304","2013 April","10320","Pork loin chops per kg","Euro","8.773"
"CPM12","National Average Price","201304","2013 April","10330","Pork steak per kg","Euro","9.494"
"CPM12","National Average Price","201304","2013 April","10340","Lamb - whole leg / half leg per kg","Euro","12.332"
"CPM12","National Average Price","201304","2013 April","10350","Lamb loin chops per kg","Euro","17.951"
"CPM12","National Average Price","201304","2013 April","10360","Lamb gigot chops per kg","Euro","12.988"
"CPM12","National Average Price","201304","2013 April","10370","Uncooked chicken medium size 1.6kg","Euro","5.999"
"CPM12","National Average Price","201304","2013 April","10400","Lamb's liver per kg","Euro","5.785"
"CPM12","National Average Price","201304","2013 April","10410","Ham fillet per kg","Euro","5.967"
"CPM12","National Average Price","201304","2013 April","10420","Cooked ham per kg","Euro","16.907"
"CPM12","National Average Price","201304","2013 April","10440","Best back rashers per kg","Euro","10.83"
"CPM12","National Average Price","201304","2013 April","10450","Pork sausages per kg","Euro","6.129"
"CPM12","National Average Price","201304","2013 April","10520","Fresh fillet of whiting per kg","Euro","10.798"
"CPM12","National Average Price","201304","2013 April","10530","Fresh fillet of cod per kg","Euro","15.993"
"CPM12","National Average Price","201304","2013 April","10540","Fresh salmon per kg","Euro","17.106"
"CPM12","National Average Price","201304","2013 April","10550","Fresh fillet of plaice per kg","Euro","18.391"
"CPM12","National Average Price","201304","2013 April","10570","Fresh hake per kg","Euro",""
"CPM12","National Average Price","201304","2013 April","10590","Smoked salmon per kg","Euro","27.799"
"CPM12","National Average Price","201304","2013 April","10630","Full fat milk per 2 litre","Euro","1.772"
"CPM12","National Average Price","201304","2013 April","10640","Low fat milk per 1 litre","Euro","1.049"
"CPM12","National Average Price","201304","2013 April","10680","Irish cheddar per kg","Euro","10.626"
"CPM12","National Average Price","201304","2013 April","10730","Large eggs per half dozen","Euro","1.893"
"CPM12","National Average Price","201304","2013 April","10740","Medium eggs per half dozen","Euro","1.643"
"CPM12","National Average Price","201304","2013 April","10750","Butter per lb","Euro","2.741"
"CPM12","National Average Price","201304","2013 April","10840","Grapes per kg","Euro","5.695"
"CPM12","National Average Price","201304","2013 April","10850","Bananas per kg","Euro","1.375"
"CPM12","National Average Price","201304","2013 April","10910","Tomatoes per kg","Euro","3.048"
"CPM12","National Average Price","201304","2013 April","10920","Onions per kg","Euro","1.157"
"CPM12","National Average Price","201304","2013 April","10940","Broccoli per kg","Euro","3.284"
"CPM12","National Average Price","201304","2013 April","10950","Carrots per kg","Euro","1.319"
"CPM12","National Average Price","201304","2013 April","10960","Mushrooms per kg","Euro","4.586"
"CPM12","National Average Price","201304","2013 April","11040","Tomatoes tinned per 400g","Euro","0.884"
"CPM12","National Average Price","201304","2013 April","11090","Potatoes 2.5 kg","Euro","3.81"
"CPM12","National Average Price","201304","2013 April","11095","Potatoes 7.5 kg","Euro",""
"CPM12","National Average Price","201304","2013 April","11100","Potatoes 10 kg","Euro","9.682"
"CPM12","National Average Price","201304","2013 April","11150","White granulated sugar per 1 kg","Euro","1.342"
"CPM12","National Average Price","201304","2013 April","11160","Jam per lb","Euro","2.042"
"CPM12","National Average Price","201304","2013 April","11180","Marmalade per lb","Euro","1.923"
"CPM12","National Average Price","201304","2013 April","11570","Tea bags per 80","Euro","2.88"
"CPM12","National Average Price","201304","2013 April","11640","Orange juice per litre","Euro","1.561"
"CPM12","National Average Price","201304","2013 April","11680","Whiskey - take home (70cl bottle)","Euro","24.055"
"CPM12","National Average Price","201304","2013 April","11690","Brandy - take home (70cl bottle)","Euro","26.551"
"CPM12","National Average Price","201304","2013 April","11700","Vodka - take home (70cl bottle)","Euro","18.452"
"CPM12","National Average Price","201304","2013 April","11710","Cream liqueur - take home (70cl bottle)","Euro","15.153"
"CPM12","National Average Price","201304","2013 April","11730","Wine - take home (75cl bottle)","Euro","9.949"
"CPM12","National Average Price","201304","2013 April","11740","Cider - take home (50cl can)","Euro","2.212"
"CPM12","National Average Price","201304","2013 April","11750","Sherry - take home (75cl bottle)","Euro","13.131"
"CPM12","National Average Price","201304","2013 April","11760","Lager - take home (50cl can)","Euro","1.862"
"CPM12","National Average Price","201304","2013 April","11780","Stout - take home (50cl can)","Euro","2.19"
"CPM12","National Average Price","201304","2013 April","11790","Filtered cigarettes per 20 pk","Euro","9.285"
"CPM12","National Average Price","201304","2013 April","12160","Stout - draught bar (1 pint)","Euro","4.163"
"CPM12","National Average Price","201304","2013 April","12170","Lager - draught bar (1 pint)","Euro","4.538"
"CPM12","National Average Price","201304","2013 April","12180","Lager - bar (33cl bottle)","Euro","4.495"
"CPM12","National Average Price","201304","2013 April","12190","Cider - draught bar (1 pint)","Euro","4.585"
"CPM12","National Average Price","201304","2013 April","12200","Ale - draught bar (1 pint)","Euro","4.192"
"CPM12","National Average Price","201304","2013 April","12210","Cider - bar (33cl bottle)","Euro","4.607"
"CPM12","National Average Price","201304","2013 April","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.23"
"CPM12","National Average Price","201304","2013 April","12230","Whiskey - bar (single) per ½ glass","Euro","3.883"
"CPM12","National Average Price","201304","2013 April","12240","Brandy - bar (single) per ½ glass","Euro","4.429"
"CPM12","National Average Price","201304","2013 April","12250","Vodka - bar (single) per ½ glass","Euro","3.937"
"CPM12","National Average Price","201304","2013 April","12270","Wine - bar (187ml bottle)","Euro","5.087"
"CPM12","National Average Price","201304","2013 April","30180","Diesel per litre","Euro","1.541"
"CPM12","National Average Price","201304","2013 April","30190","Petrol - unleaded per litre","Euro","1.618"
"CPM12","National Average Price","201304","2013 April","30400","Cinema fee","Euro","8.96"
"CPM12","National Average Price","201304","2013 April","30410","Nightclubs fee","Euro","9.282"
"CPM12","National Average Price","201304","2013 April","30690","Gent's dry cut fee","Euro","11.841"
"CPM12","National Average Price","201304","2013 April","30700","Gent's wash, cut, and blow dry fee","Euro","18.089"
"CPM12","National Average Price","201304","2013 April","30720","Ladies' wash, cut and blow dry fee","Euro","36.583"
"CPM12","National Average Price","201305","2013 May","10020","White, self raising flour per 2 kg","Euro","2.36"
"CPM12","National Average Price","201305","2013 May","10030","Brown, wholemeal flour per 2 kg","Euro","2.948"
"CPM12","National Average Price","201305","2013 May","10040","Bread, white sliced pan, large (800g)","Euro","1.302"
"CPM12","National Average Price","201305","2013 May","10050","Bread, brown sliced pan, large (800g)","Euro","1.539"
"CPM12","National Average Price","201305","2013 May","10190","Spaghetti per 500g","Euro","1.1"
"CPM12","National Average Price","201305","2013 May","10280","Sirloin steak per kg","Euro","15.89"
"CPM12","National Average Price","201305","2013 May","10290","Striploin steak per kg","Euro","22.445"
"CPM12","National Average Price","201305","2013 May","10300","Roast beef - topside or rib per kg","Euro","12.664"
"CPM12","National Average Price","201305","2013 May","10310","Sliced / diced beef pieces per kg","Euro","10.284"
